appid,player count,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1589860,0,MAYBE I CAN,NightCrew,NightCrew,,1.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0
1646820,0,Action Commando 2,BlueEagle Productions,Paul Schneider,,4.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
1623320,0,Little Big Guy,Albatross Idea,Albatross Idea,,1.0,2.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,299.0,299.0,0.0,0.0
1677480,0,Coral Quest,Matchala Games,Matchala Games,,3.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0
1636850,0,CYBRID,Tom Reason,SHADA GAMES,,63.0,9.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1499.0,1499.0,0.0,0.0
1453790,0,The Serpent Rogue,Sengi Games,Team17,,73.0,28.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1999.0,1999.0,0.0,0.0
1734680,7,INCISION,SmoothBrainDev,Hyperstrange,,236.0,14.0,0,"20,000 .. 50,000",179.0,101.0,179.0,101.0,1199.0,1499.0,20.0,6.0
1779240,0,天国病院-Heaven's Hospital-,NNゲーム工房,NNゲーム工房,,4.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,399.0,799.0,50.0,0.0
1712840,1,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,"Gearbox Software, Stray Kite Studios",2K,,230.0,99.0,0,"20,000 .. 50,000",761.0,0.0,820.0,0.0,999.0,999.0,0.0,6.0
1521810,0,Salamander County Public Television,Tinzone Games,Tinzone Games,,27.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0
1836770,0,Maximum Fighterz: Direct Offensive Action,Master Corporation,AwesomeGamezTeam,,6.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0
1798780,1,Dimension Tripper Neptune: TOP NEP,"Idea Factory, Frontier Works, tiny cactus studio, WSS playground",Idea Factory International,,234.0,11.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,2.0
1877460,0,Ghost,5K studios,"Piece Of Voxel, 5K Gamers",,3.0,5.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1399.0,1399.0,0.0,0.0
1880980,0,Trapped In Stone - World War II Horror,W0nnaFight,W0nnaFight,,27.0,3.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,49.0,199.0,75.0,0.0
1921460,0,Zap Dem Rats,Brucent LLC,Brucent LLC,,5.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
1946550,2,Toilet Chronicles,Madi Abdykarimov,Bomi Games,,554.0,63.0,0,"20,000 .. 50,000",90.0,0.0,90.0,0.0,499.0,499.0,0.0,8.0
1856840,0,MaDevil,Karl Wenzel,Karl Wenzel,,7.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,599.0,599.0,0.0,0.0
2006440,0,Secret Backrooms,Marinosdev134,Marinosdev134,,6.0,2.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,299.0,299.0,0.0,0.0
2018380,0,Neon Invaders,Paul Connor,Paul Connor,,2.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,199.0,199.0,0.0,0.0
2050680,2,Warbox Sandbox,Madar Games,Madar Games,,78.0,12.0,0,"20,000 .. 50,000",762.0,9.0,762.0,9.0,599.0,599.0,0.0,6.0
2025340,0,GALXAGAR,MoonMuse Entertainment Studio,MoonMuse Entertainment Studio,,2.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,199.0,199.0,0.0,0.0
2128400,0,Code:29,chaos,chaos,,2.0,3.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,799.0,799.0,0.0,0.0
2131380,1,Until Lights Out,Samuka Gomes,Samuka Gomes,,3.0,11.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,199.0,199.0,0.0,0.0
253570,0,Gentlemen!,Lucky Frame,Blazing Griffin,,51.0,82.0,0,"20,000 .. 50,000",336.0,0.0,352.0,0.0,499.0,499.0,0.0,0.0
268670,0,The Memory of Eldurim,Liminal Games,Liminal Games,,100.0,144.0,0,"20,000 .. 50,000",29.0,0.0,29.0,0.0,99.0,99.0,0.0,0.0
284140,0,Majestic Nights,Epiphany Games,Epiphany Games,,68.0,44.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
299660,0,6180 the moon,"Turtle Cream, PokPoong Games",Turtle Cream,,439.0,43.0,0,"20,000 .. 50,000",557.0,0.0,1069.0,0.0,399.0,399.0,0.0,0.0
315110,0,Woah Dave!,MiniVisions,Choice Provisions,,83.0,27.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
316810,0,Shadowcrypt,One-bit Punch,One-bit Punch,,61.0,48.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
317970,0,Dusk 12,Orion Games,ESDigital Games,,82.0,93.0,0,"20,000 .. 50,000",218.0,0.0,218.0,0.0,399.0,399.0,0.0,0.0
347940,0,Forsaken Isle,Smoodlez,Smoodlez,,206.0,161.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,799.0,799.0,0.0,0.0
259830,0,Wooden Sen'SeY,Upper Byte,Spawn Digital,,68.0,57.0,0,"20,000 .. 50,000",160.0,0.0,248.0,0.0,999.0,999.0,0.0,0.0
342520,0,BoxesWithGuns,"Thomas Christof, Giovanni Rotondo, Thomas S.",Thomas Christof,,17.0,64.0,0,"20,000 .. 50,000",3.0,0.0,3.0,0.0,199.0,199.0,0.0,0.0
358390,0,Stargunner,3D Realms,3D Realms (Apogee Software),,83.0,16.0,0,"20,000 .. 50,000",15243.0,0.0,15243.0,0.0,0.0,0.0,0.0,1.0
327060,0,FEIST,Bits &amp; Beasts,Finji,,378.0,122.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0
369180,0,SoulCraft,MobileBits,Headup Games,,59.0,63.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,1.0
359940,0,Shadows Peak,Andrii Vintsevych,Andrii Vintsevych,,203.0,78.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,649.0,999.0,35.0,2.0
356580,0,Aerannis,ektomarch,ektomarch,,92.0,39.0,0,"20,000 .. 50,000",7.0,0.0,7.0,0.0,99.0,99.0,0.0,0.0
404050,0,Black & White Bushido,Good Catch Games,"Green Man Gaming Publishing, Good Catch Games",,113.0,53.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1299.0,1299.0,0.0,0.0
399000,0,Porradaria Upgrade,CleanWaterSoft,CleanWaterSoft,,41.0,19.0,0,"20,000 .. 50,000",228.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0
374240,0,Eternal Step,Once More With Gusto,Green Man Gaming Publishing,,39.0,19.0,0,"20,000 .. 50,000",687.0,0.0,687.0,0.0,999.0,999.0,0.0,0.0
413030,0,Mytheon,Petroglyph,Petroglyph,,60.0,58.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0
429490,0,Resilience Wave Survival,Jimbob Games,Jimbob Games,,112.0,71.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
403850,0,Sky To Fly: Faster Than Wind,AIVIK LLC,Absolutist Ltd.,,70.0,34.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,199.0,399.0,50.0,0.0
431450,0,Alchemist's Awakening,Osaris Games,Osaris Games,,358.0,120.0,0,"20,000 .. 50,000",96.0,0.0,96.0,0.0,999.0,999.0,0.0,0.0
314180,2,Deathsmiles,"CAVE Interactive CO.,LTD.",Komodo,,452.0,17.0,0,"20,000 .. 50,000",124.0,0.0,124.0,0.0,1999.0,1999.0,0.0,2.0
386650,0,Dungeons and Robots,Glow Games Studio,Digital Tribe,,74.0,89.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,899.0,899.0,0.0,0.0
420550,0,Super Arcade Football,OutOfTheBit Ltd,OutOfTheBit Ltd,,126.0,52.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0
429830,0,Unseen Diplomacy,Triangular Pixels,Triangular Pixels,,138.0,17.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,299.0,299.0,0.0,0.0
446390,3,Onechanbara Z2: Chaos,Tamsoft,D3PUBLISHER,,620.0,179.0,0,"20,000 .. 50,000",558.0,0.0,558.0,0.0,3999.0,3999.0,0.0,3.0
490880,0,Robot Legions Reborn,Skyboy Games,Skyboy Games,,40.0,9.0,0,"20,000 .. 50,000",270.0,0.0,270.0,0.0,119.0,299.0,60.0,0.0
457810,0,Sky to Fly: Soulless Leviathan,AIVIK LLC,Absolutist Ltd.,,57.0,17.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,199.0,399.0,50.0,0.0
492180,0,Haimrik,Below the Game,Fulqrum Publishing,,197.0,39.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0
491720,0,Nary,Khud0,Khud0,,35.0,8.0,0,"20,000 .. 50,000",170.0,0.0,221.0,0.0,199.0,199.0,0.0,1.0
296890,0,Neon Shadow,Tasty Poison,Crescent Moon Games,,58.0,13.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
513880,3,Panzer Warfare,Kobra Studio,Kobra Studio,,43.0,26.0,0,"20,000 .. 50,000",423.0,0.0,484.0,0.0,61.0,199.0,69.0,2.0
476700,0,Island 359,"CloudGate Studio, Inc.","CloudGate Studio, Inc.",,327.0,99.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1499.0,1499.0,0.0,0.0
530520,0,Aegis,Innuendo Squad Studios,Innuendo Squad Studios,,19.0,28.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,299.0,299.0,0.0,0.0
465870,1,SHOCK TROOPERS 2nd Squad,"SNK CORPORATION, Dotemu",SNK CORPORATION,,47.0,41.0,0,"20,000 .. 50,000",6.0,0.0,6.0,0.0,799.0,799.0,0.0,1.0
463670,1,Runeyana,Blackturn Ltd,Blackturn Ltd,,22.0,25.0,0,"20,000 .. 50,000",409.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0
545570,0,PHAT PHROG,ColloseusX,Phat Phrog Studios,,37.0,23.0,0,"20,000 .. 50,000",3341.0,0.0,3341.0,0.0,0.0,0.0,0.0,0.0
552960,0,Fastigium,ifgames studio,ifgames studio,,23.0,21.0,0,"20,000 .. 50,000",8402.0,0.0,8402.0,0.0,0.0,0.0,0.0,0.0
615250,6,M.A.X.: Mechanized Assault & Exploration,Interplay Entertainment Corp.,Interplay Entertainment Corp.,,116.0,15.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,10.0
621810,1,Strain Tactics,Touch Dimensions Interactive,Touch Dimensions Interactive,,162.0,30.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1499.0,1499.0,0.0,1.0
594300,0,Chasing Styx,ForepawSoft,ForepawSoft,,65.0,12.0,0,"20,000 .. 50,000",13941.0,0.0,13941.0,0.0,0.0,0.0,0.0,0.0
606680,1,Silver,"Infogrames, Spiral House, THQ Nordic",THQ Nordic,,574.0,47.0,0,"20,000 .. 50,000",77.0,0.0,97.0,0.0,599.0,599.0,0.0,4.0
658160,3,ClickRaid,Slikey Games,Slikey Games,,233.0,55.0,0,"20,000 .. 50,000",3213.0,0.0,6181.0,0.0,499.0,499.0,0.0,5.0
681140,0,Last Soldier,"38,9_Degrees","38,9_Degrees",,28.0,35.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377060,1,On a Roll,Creative Concepts,Creative Concepts,,242.0,142.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1999.0,1999.0,0.0,1.0
608110,0,Null Vector,Optical Override,Optical Override,,257.0,9.0,0,"20,000 .. 50,000",1205.0,0.0,2311.0,0.0,499.0,499.0,0.0,1.0
661740,0,Morphite,"Crescent Moon Games, We're Five Games, Blowfish Studios",Crescent Moon Games,,70.0,28.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1499.0,1499.0,0.0,0.0
703720,0,ERSATZ,Paris Stalker,"Paris Stalker, ALL iN",,14.0,2.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,199.0,199.0,0.0,0.0
712810,0,Fallen Times,DaFu Studio,DaFu Studio,,65.0,43.0,0,"20,000 .. 50,000",717.0,0.0,717.0,0.0,199.0,199.0,0.0,0.0
714370,2,LEFT ALIVE,Square Enix,Square Enix,,204.0,530.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,5999.0,5999.0,0.0,1.0
673940,2,Dragon Glory,TeamTop Games,101XP,,36.0,45.0,0,"20,000 .. 50,000",5237.0,0.0,5237.0,0.0,0.0,0.0,0.0,3.0
724130,0,Radar Warfare,DreamRoad Productions,DreamRoad Productions,,9.0,5.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0
741430,0,Titanic VR,Immersive VR Education Ltd,Immersive VR Education Ltd,,180.0,41.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1999.0,1999.0,0.0,1.0
719590,0,Mesozoica,"Underdog Interactive, Squadron Interactive, DreamInCode B.V.",Underdog Interactive,,124.0,437.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0
642580,0,Cally's Caves 4,VDO Games,VDO Games,,105.0,23.0,0,"20,000 .. 50,000",12.0,0.0,12.0,0.0,999.0,999.0,0.0,0.0
725780,1,Play With Me: Escape Room,Airem,Airem,,217.0,109.0,0,"20,000 .. 50,000",132.0,0.0,132.0,0.0,299.0,299.0,0.0,3.0
793240,0,Merlin vs Zombies,Educational Games,Educational Games,,40.0,14.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,299.0,299.0,0.0,0.0
825240,0,Elude,Rock Interactive,Rock Interactive,,9.0,2.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0
832610,0,Corrupted,Juvty Worlds Ltd.,Juvty Worlds Ltd.,,18.0,23.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0
779100,0,Daemonical,Fearem,Gamifier,,148.0,74.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1499.0,1499.0,0.0,0.0
837310,0,Telophase,"Telophase Studios, LLC","Telophase Studios, LLC",,46.0,13.0,0,"20,000 .. 50,000",3966.0,0.0,3966.0,0.0,0.0,0.0,0.0,0.0
717050,0,Thirdmage,Aristotelis Giannakopoulos,Aristotelis Giannakopoulos,,18.0,12.0,0,"20,000 .. 50,000",2387.0,0.0,2387.0,0.0,0.0,0.0,0.0,0.0
743860,0,Wild West Online,WWO Partners Ltd,WWO Partners Ltd,,275.0,667.0,0,"20,000 .. 50,000",508.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0
907160,0,Project Skylab,Not Awful Studio,Not Awful Studio,,11.0,36.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887710,0,Ritter,CasGames,CasGames,,4.0,12.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0
847360,5,Super Lucky's Tale,Playful Corp.,Xbox Game Studios,,452.0,69.0,0,"20,000 .. 50,000",284.0,0.0,298.0,0.0,2999.0,2999.0,0.0,10.0
835950,1,Transpose,Secret Location Inc.,Secret Location Inc.,,213.0,22.0,0,"20,000 .. 50,000",45.0,0.0,54.0,0.0,1999.0,1999.0,0.0,1.0
964960,0,Plunder! All Hands Ahoy,"Scott Grambo, Ross Grambo",Grambo Games L.L.P,,10.0,9.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013410,0,REDVIIL,BURRIK,BURRIK,,26.0,35.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,599.0,599.0,0.0,0.0
1040490,0,Prologue for a Vacant Kingdom,shru,shru,,225.0,8.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000760,6,Foregone,Big Blue Bubble,Big Blue Bubble,,604.0,125.0,0,"20,000 .. 50,000",291.0,0.0,399.0,0.0,599.0,1999.0,70.0,10.0
1043240,2,Touhou Kishinjou ~ Double Dealing Character.,上海アリス幻樂団,"Mediascape Co., Ltd.",,260.0,1.0,0,"20,000 .. 50,000",88.0,0.0,88.0,0.0,1499.0,1499.0,0.0,3.0
1104170,0,Cosmo Chaser,Choi Jaewook,Recordset Software,,1.0,2.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
1102500,0,A Glider's Journey,"Emma Franklin, Charlie Marshall",Emma Franklin,,43.0,27.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,1.0
1033420,1,9-nine-:Episode 2,PALETTE,Sekai Project,,880.0,13.0,0,"20,000 .. 50,000",52367.0,0.0,104271.0,0.0,1999.0,1999.0,0.0,7.0
1137910,0,Perdition,Contraband,DigiPen Institute of Technology,,121.0,15.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173380,0,NEKO ARENA,Neko Cloud,Neko Cloud,,542.0,107.0,0,"20,000 .. 50,000",26.0,0.0,26.0,0.0,199.0,199.0,0.0,0.0
1190110,3,H-SNIPER: Middle East,Konnichiwa Games,Konnichiwa Games,,414.0,46.0,0,"20,000 .. 50,000",115.0,0.0,198.0,0.0,59.0,99.0,40.0,1.0
1193760,0,WarriOrb: Prologue,Not Yet,"Not Yet, Maple Whispering Limited",,337.0,42.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172950,0,Yandere Escape,LetmeDwight,LetmeDwight,,57.0,35.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213750,3,Fight Crab,Calappa Games,PLAYISM,,683.0,53.0,0,"20,000 .. 50,000",130.0,0.0,130.0,0.0,1999.0,1999.0,0.0,3.0
890550,96,RUMBLE,Buckethead Entertainment,Buckethead Entertainment,,410.0,79.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1999.0,1999.0,0.0,28.0
1256850,0,Audio Drive 2 VR,2-Volt Games,2-Volt Games,,0.0,8.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368350,0,Instability,Perpetual Motion Software,Perpetual Motion Software,,22.0,9.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344740,4,FOOTSIES Rollback Edition,HiFight,HiFight,,326.0,7.0,0,"20,000 .. 50,000",47.0,0.0,47.0,0.0,399.0,399.0,0.0,6.0
1383490,0,Run For Your Life,Puke&amp;Guts,Puke &amp; Guts,,18.0,5.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400070,0,Don't Cheat On Me,A Normal Monkey Studios,A Normal Monkey Studios,,134.0,159.0,0,"20,000 .. 50,000",15.0,0.0,15.0,0.0,799.0,799.0,0.0,0.0
1413260,0,Traveler of Artcaster,A &amp; D Cooperation,A &amp; D Cooperation,,1.0,2.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,199.0,199.0,0.0,0.0
1361120,0,Element X,Aerobox Games,Aerobox Games,,6.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,299.0,299.0,0.0,0.0
1422910,0,Agent Klutz,notagamestudio,notagamestudio,,22.0,3.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435660,0,Orbital Invaders,Shaggy Dwarf,Shaggy Dwarf,,8.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0
1432220,1,G.I. Joe: Operation Blackout,"IguanaBee, Fair Play Labs",GameMill Entertainment,,46.0,37.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,2999.0,2999.0,0.0,0.0
1361050,0,DeRailed,KanapaGames,KanapaGames,,3.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
1503670,1,[Chilla's Art] The Caregiver | 終焉介護,Chilla's Art,Chilla's Art,,218.0,47.0,0,"20,000 .. 50,000",42.0,0.0,42.0,0.0,449.0,499.0,10.0,3.0
1514300,0,The Tower Of TigerQiuQiu 2,TigerQiuQiu,TigerQiuQiu,,2.0,2.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502620,0,Security Guy vs AI: The Dawn of AI,"Alexander Bogdanov, Alexandrina Svitsyna",Alexander Bogdanov,,64.0,11.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465890,1,武林志2 (Wushu Chronicles 2),JiangHu Studio,Snail Games,,341.0,404.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1999.0,1999.0,0.0,10.0
1648730,0,S.O.T.A 2,S.O.T.A Games,S.O.T.A Games,,188.0,124.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,3.0
1620340,49,Wrestling Empire,MDickie,MDickie,,927.0,51.0,0,"20,000 .. 50,000",409.0,566.0,516.0,566.0,1999.0,1999.0,0.0,57.0
1627850,2,Deadly Broadcast,Apphic Games,Apphic Games,,158.0,68.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,374.0,499.0,25.0,3.0
1655410,0,Witchaven,Capstone Software,SNEG,,38.0,2.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,799.0,799.0,0.0,0.0
1440010,0,Die After Sunset,Playstark,PQube,,51.0,17.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1499.0,1499.0,0.0,2.0
1594370,0,No Hope,Helemon,Helemon,,8.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,399.0,399.0,0.0,0.0
1774980,0,Cursed  Dungeon,Seaborgium Entertainment,Seaborgium Entertainment,,14.0,3.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0
